name,mass,lum,mag,temp,dist,const,desc,multi
Algieba,1.23,320.00,2.61,4470,130.00,Leo,"Gamma Leonis, also named Algieba , is a binary star system in the constellation of Leo. In 2009, a planetary companion around the primary was announced. The bright binary system in Leo with orange-red and yellow or greenish-yellow components is visible through a modest telescope under good atmospheric conditions. To the naked eye, the Algieba system shines at mid-second magnitude, but a telescope easily splits the pair. The brighter component has an apparent magnitude of +2.28 and is of spectral class K1-IIIbCN-0.5. The giant K star has a surface temperature of 4,470 K, a luminosity 180 times that of the Sun, and a diameter 23 times that of the Sun. The companion star has an apparent magnitude of +3.51 and belongs to the spectral class G7IIICN-I. The giant G star has a temperature of 4,980 K, a luminosity of 50 times that of the Sun, and a diameter 10 times that of the Sun. With angular separation of just over 4"", the two stars are at least 170 AU apart (four times the distance between the Sun and Pluto), and have an orbital period of over 500 years. Because the orbital period is so long, only a fraction of the full path has been observed since discovery. Both stars are almost certainly true giants, meaning that they have stopped fusing hydrogen to helium in their cores and have expanded to great proportions. Although there has been too little observation of their orbit to calculate their masses, comparison with evolutionary calculations suggests that each are about double the mass of the Sun. Originating from the same interstellar cloud some two billion years ago, the stars have iron contents about a third that of the Sun. It is hard to tell how far along they might be in their life cycle. They both may be fusing helium in their cores, or they could be giants in development, with quiet helium cores that are waiting to fire up. The chemical composition at the surface, which is influenced by age, suggests the former.",2
Algol,3.17,182.00,2.09,13000,90.00,Perseus,"Algol is a multiple-star system with three confirmed and two suspected stellar components. From the point of view of the Earth, Algol Aa1 and Algol Aa2 form an eclipsing binary because their orbital plane contains the line of sight to the Earth. The eclipsing binary pair is separated by only 0.062 astronomical units (au) from each other, whereas the third star in the system (Algol Ab) is at an average distance of 2.69 au from the pair, and the mutual orbital period of the trio is 681 Earth days. The total mass of the system is about 5.8 solar masses, and the mass ratios of Aa1, Aa2, and Ab are about 4.5 to 1 to 2. The three components of the bright triple star used to be, and still sometimes are, referred to as β Per A, B, and C. The Washington Double Star Catalog lists them as Aa1, Aa2, and Ab, with two very faint stars B and C about one arcmin distant. A further five faint stars are also listed as companions. Studies of Algol led to the Algol paradox in the theory of stellar evolution: although components of a binary star form at the same time, and massive stars evolve much faster than the less massive stars, the more massive component Algol A is still in the main sequence, but the less massive Algol B is a subgiant star at a later evolutionary stage. The paradox can be solved by mass transfer: when the more massive star became a subgiant, it filled its Roche lobe, and most of the mass was transferred to the other star, which is still in the main sequence. In some binaries similar to Algol, a gas flow can be seen. The gas flow between the primary and secondary stars in Algol has been imaged using Doppler Tomography.",3
Algorab,2.74,69.00,2.94,10400,86.90,Corvus,"Delta Corvi, also named Algorab, is a third magnitude star at a distance of 86.9 light-years (26.6 parsecs) from the Sun in the southern constellation of Corvus. Delta Corvi has more than 2.7 times the mass of the Sun, which is causing it to radiate a much higher energy output—roughly 69 times the Sun's luminosity. The effective temperature of the outer atmosphere is 10400 K, giving it the white hue of an A-type star. The spectrum matches a stellar classification of A0 IV(n) kB9. However it is more luminous—65-70 times that of the Sun—than it would be if it were on the main sequence. Hence it is either a subgiant star around 260 million years old that has nearly exhausted the supply of hydrogen at its core and is in the process of evolving away from the main sequence of stars like the Sun, or a pre main sequence star around 3.2 million years old that has not completely condensed and settled on the main sequence.",1
Alhena,2.81,123.00,1.93,9260,109.00,Gemini,"Gamma Geminorum, formally named Alhena, is the third-brightest object in the constellation of Gemini. It has an apparent visual magnitude of 1.9, making it easily visible to the naked eye even in urban regions. Based upon parallax measurements with the Hipparcos satellite, it is located at a distance of roughly 109 light-years (33 parsecs) from the Sun. Alhena is an evolving star that is exhausting the supply of hydrogen at its core and has entered the subgiant stage. The spectrum matches a stellar classification of A0 IV. Compared to the Sun it has 2.8 times the mass and 3.3 times the radius. It is radiating around 123 times the luminosity of the Sun from its outer envelope at an effective temperature of 9,260 K. This gives it a white hue typical of an A-class star.",1
Alioth,2.91,102.00,1.76,9020,82.60,Ursa Major,"Epsilon Ursae Majoris, officially named Alioth is, despite being designated ""ε"" , the brightest star in the constellation of Ursa Major, and at magnitude 1.77 is the thirty-second brightest star in the sky. It is the star in the tail of the bear closest to its body, and thus the star in the handle of the Big Dipper (or Plough) closest to the bowl. It is also a member of the large and diffuse Ursa Major moving group. Historically, the star was frequently used in celestial navigation in the maritime trade, because it is listed as one of the 57 navigational stars.",1
Aljanah,2.00,62.00,2.48,4710,72.70,Cygnus,"Epsilon Cygni is multiple star system in the constellation of Cygnus. With an apparent visual magnitude of 2.48, it is readily visible to the naked eye at night as one of the brighter members of Cygnus. Based upon parallax measurement, Epsilon Cygni is about 73 light-years from the Sun.",3
Alkaid,6.10,594.00,1.85,15540,103.90,Ursa Major,"Eta Ursae Majoris, formally named Alkaid, is a star in the constellation of Ursa Major. It is the most eastern (leftmost) star in the Big Dipper (or Plough) asterism. However, unlike most stars of the Big Dipper, it is not a member of the Ursa Major moving group. With an apparent visual magnitude of +1.84, it is the third-brightest star in the constellation and one of the brightest stars in the night sky.",1
Alkalurops,1.93,20.00,4.31,7190,121.00,Boötes,"Mu Boötis, Latinized from μ Boötis, consists of a pair of double stars in the northern constellation of Boötes. The primary pair, components Aa, are designated μ1 Boötis and have an angular separation of 0.08″. The secondary, consisting of components BC, is designated μ2 Boötis and they have a separation of 2.2″. The two double star systems are separated by 107″, with matching parallaxes and proper motions, suggesting they form a system. However, compents BC have a different chemical composition compared to Aa, indicating this may instead be a close encounter between two binary systems.",2
Alkaphrah,3.79,441.30,4.16,9060,360.00,Ursa Major,"Kappa Ursae Majoris is a binary star in the constellation of Ursa Major. With a combined apparent magnitude of +3.60, the system is approximately 358 light-years from Earth. κ Ursae Majoris is the system's Bayer designation. The designations of the two components as Kappa Ursae Majoris A and B derives from the convention used by the Washington Multiplicity Catalog (WMC) for multiple star systems, and adopted by the International Astronomical Union (IAU).",2
Alkarab,2.17,43.20,4.42,6061,170.00,Pegasus,"Upsilon Pegasi, Latinised from υ Pegasi, is a star within the great square in the northern constellation of Pegasus. It has the proper name Alkarab. This object has a yellow-white hue and is faintly visible to the naked eye with an apparent magnitude of 4.40. It is located at a distance of approximately 170 light-years from the Sun based on parallax, but is drifting closer with a radial velocity of −8.6 km/s. The star is moving through the Galaxy at a speed of 50.6 km/s relative to the Sun. Its projected Galactic orbit carries it between 18,600 and 26,300 light-years from the center of the Galaxy.",1
Alkes,2.50,66.00,4.07,4620,141.00,Crater,"Alpha Crateris , officially named Alkes, is a star in the constellation of Crater. It is a cool giant star about 43.2 parsecs (141 ly) away. α Crateris is the star's Bayer designation. It bore the traditional name Alkes, from the Arabic الكاس alkās or الكأس alka's ""the cup"". In 2016, the International Astronomical Union organized a Working Group on Star Names (WGSN) to catalogue and standardize proper names for stars. The WGSN approved the name Alkes for this star on 12 September 2016 and it is now so included in the List of IAU-approved Star Names.",1
Almach,8.70,"2,000.00",2.10,4500,350.00,Andromeda,"Gamma Andromedae is the third-brightest point of light in the constellation of Andromeda. It is a multiple star system approximately 350 light-years from the Earth. In 1778, Johann Tobias Mayer discovered that γ Andromedae was a double star. When examined in a small telescope, it appears to be a bright, golden-yellow star (γ1 Andromedae or γ Andromedae A, officially named Almach next to a dimmer, indigo-blue star , separated by approximately 10 arcseconds. It is often considered by stargazers to be a beautiful double star with a striking contrast of color. It was later discovered that γ2 Andromedae is itself a triple star system. What appears as a single star to the naked eye is thus a quadruple star system.",4
Alnair,4.00,520.00,1.73,13920,101.00,Grus,"Alpha Gruis, Latinized from α Gruis, officially named Alnair is a single star in the southern constellation of Grus. At magnitude 1.7 it is the brightest star in Grus and one of the brightest stars in the sky. It is a B-type main-sequence star 31 pc away. α Gruis is the star's Bayer designation. It bore the traditional name Alnair or Al Nair , from the Arabic al-nayyir ""the bright one"", itself derived from its Arabic name, al-nayyir min dhanab al-ḥūt ""the bright one from the (southern) fish's tail"" .",1
Alnasl,2.00,68.00,2.98,4760,96.90,Saggitarius,"Gamma² Sagittarii, , formally named Alnasl is a 3rd-magnitude star in the zodiac constellation of Sagittarius. The location of this star forms the tip of the arrow in the bow of Sagittarius the Centaur. Based on parallax measurements obtained during the Hipparcos mission, it is approximately 96.9 light-years (29.7 parsecs) from the Sun. It has an apparent visual magnitude of +2.98, making it the seventh-brightest star in the constellation.",1
Alnilam,40.00,"537,000.00",1.69,27500,"2,000.00",Orion,"Alnilam, designation ε Orionis, is a large blue supergiant star some 2,000 light-years distant in the constellation of Orion. It is estimated to be 275,000 to 832,000 times as luminous as the Sun, and 30–64.5 times as massive. It is the 29th-brightest star in the sky (the 4th-brightest in Orion) and is a blue supergiant. Together with Mintaka and Alnitak, the three stars make up Orion's belt, known by many names across many ancient cultures. Alnilam is the middle star. It is slightly variable, from magnitude 1.64 to 1.74. Since 1943, the spectrum of this star has served as one of the stable anchor points by which other stars are classified. It is also one of the 58 stars used in celestial navigation. It is at its highest point in the sky around midnight on December 15.",1
Alnitak,33.00,"250,000.00",1.77,29500,"1,260.00",Orion,"Alnitak , designation ζ Orionis, is a triple star system several hundred parsecs from the Sun in the constellation of Orion. It is one of the three main stars of Orion's Belt along with Alnilam and Mintaka. The primary star, Alnitak Aa, is a hot blue supergiant with an absolute magnitude of -6.0 and is the brightest class O star in the night sky with a visual magnitude of +2.0. It has two bluish 4th magnitude companions, one finely resolved and one only detected interferometrically and spectroscopically, producing a combined magnitude for the trio of +1.77. The stars are members of the Orion OB1 association and the Collinder 70 association.",3
Alniyat,18.40,"95,500.00",2.90,26150,568.00,Scorpius,"Sigma Scorpii , is a multiple star system in the constellation of Scorpius, located near the red supergiant Antares, which outshines it. This system has a combined apparent visual magnitude of +2.88, making it one of the brighter members of the constellation. Based upon parallax measurements made during the Hipparcos mission, the distance to Sigma Scorpii is roughly 696 light-years. North et al. (2007) computed a more accurate estimate of 568 light years.",4
Alpha Andromedae,3.80,240.00,2.07,13800,97.00,Andromeda,"Alpha Andromedae , officially named Alpheratz, is located 97 light-years from the Sun and is the brightest star in the constellation of Andromeda. Located immediately northeast of the constellation of Pegasus, it is the upper left star of the Great Square of Pegasus. Although it appears to the naked eye as a single star, with overall apparent visual magnitude +2.06, it is actually a binary system composed of two stars in close orbit. The chemical composition of the brighter of the two stars is unusual as it is a mercury-manganese star whose atmosphere contains abnormally high levels of mercury, manganese, and other elements, including gallium and xenon. It is the brightest mercury-manganese star known.",2
